 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status,
"274","01 08","QMS 01/08/06/023839","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH021","Klinik Kesihatan  Pagalungan","D A PKK Nabawan  Peti Surat No 16  89957 Nabawan Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP039","NBE","SABAH","NABAWAN","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181466","01-03-2018","Products Installed",
"275","01 08","QMS 01/08/06/023840","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH021","Klinik Kesihatan  Pagalungan","D A PKK Nabawan  Peti Surat No 16  89957 Nabawan Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP040","NBE","SABAH","NABAWAN","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181467","07-02-2018","Products Installed",
"276","01 08","QMS 01/08/06/023841","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH022","Klinik Kesihatan  Pensingan","D A PKK Nabawan  Peti Surat No 16  89957 Nabawan Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP041","NBE","SABAH","NABAWAN","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181468","07-02-2018","Products Installed",
"277","01 08","QMS 01/08/06/023842","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH023","Klinik Kesihatan  Sepulot","D A PKK Nabawan  Peti Surat No 16  89957 Nabawan Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP042","NBE","SABAH","NABAWAN","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181471","07-02-2018","Products Installed",
"278","01 08","QMS 01/08/06/023843","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH024","Klinik Kesihatan Sunsuron","D A Pejabat Kesihatan Tambunan  Peti Surat 10  89657Tambunan  Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP043","NBE","SABAH","TAMBUNAN","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181472","07-02-2018","Products Installed",
"279","01 08","QMS 01/08/06/023844","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH025","Klinik Kesihatan Kemabong","D A Pejabat Kesihatan Tenom  Peti Surat 97 89907Tenom Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP044","NBE","SABAH","TENOM","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181473","12-03-2018","Products Installed",
"280","01 08","QMS 01/08/06/023845","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH025","Klinik Kesihatan Kemabong","D A Pejabat Kesihatan Tenom  Peti Surat 97 89907Tenom Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP045","NBE","SABAH","TENOM","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181542","01-03-2018","Products Installed",
"281","01 08","QMS 01/08/06/023846","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH026","Klinik Kesihatan Kuala Tomani","D A PKK Keningau  Peti Surat 97  89907 Tenom  Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP046","NBE","SABAH","TENOM","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181543","07-02-2018","Products Installed",
"282","01 08","QMS 01/08/06/023847","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH026","Klinik Kesihatan Kuala Tomani","D A PKK Keningau  Peti Surat 97  89907 Tenom  Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP047","NBE","SABAH","TENOM","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181544","07-02-2018","Products Installed",
"283","01 08","QMS 01/08/06/023848","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH027","Klinik Kesihatan Melalap","D A Pejabat Kesihatan Tenom  Peti Surat 97  89907Tenom Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP048","NBE","SABAH","TENOM","2018-01-19 2:00PM","2018-01-19 2:00PM","cr-76181545","07-02-2018","Products Installed",
"284","01 08","QMS 01/08/06/023849","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH070","Klinik Kesihatan Paginatan","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP062","NBE","SABAH","RANAU","2018-01-24 10:30AM","2018-01-24 10:30AM","CR-76181498","21-02-2018","Products Installed",
"285","01 08","QMS 01/08/06/023850","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH070","Klinik Kesihatan Paginatan","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP063","NBE","SABAH","RANAU","2018-01-24 10:30AM","2018-01-24 10:30AM","CR-76181499","21-02-2018","Products Installed",
"286","01 08","QMS 01/08/06/023851","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH071","Klinik Kesihatan Perancangan","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP064","NBE","SABAH","RANAU","2018-01-23 2:30PM","2018-01-23 2:30PM","CR-76181500","21-02-2018","Products Installed",
"287","01 08","QMS 01/08/06/023852","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH072","Klinik Kesihatan Timbua","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP065","NBE","SABAH","RANAU","2018-01-23 10:30AM","2018-01-23 10:30AM","CR-76181501","21-02-2018","Products Installed",
"288","01 08","QMS 01/08/06/023853","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH072","Klinik Kesihatan Timbua","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP066","NBE","SABAH","RANAU","2018-01-23 10:30AM","2018-01-23 10:30AM","CR-76181578","21-02-2018","Products Installed",
"289","01 08","QMS 01/08/06/023854","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH074","Klinik Kesihatan Kaingaran","D A Pejabat Kesihatan Ranau  Peti Surat 159  89307Ranau Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP067","NBE","SABAH","RANAU","2018-01-22 11:00AM","2018-01-22 11:00AM","CR-76181488","21-02-2018","Products Installed",
"290","01 08","QMS 01/08/06/023855","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SBH074","Klinik Kesihatan Kaingaran","D A Pejabat Kesihatan Ranau  Peti Surat 159  89307Ranau Sabah","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SBNOXP068","NBE","SABAH","RANAU","2018-01-22 11:00AM","2018-01-22 11:00AM","CR-76181489","21-02-2018","Products Installed",
"291","01 08","QMS 01/08/06/023856","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK001","Klinik Kesihatan Beladin","Klinik Kesihatan Beladin  Pusa  Saribas   94950 Betong","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP032","NBE","SARAWAK","BETONG","2018-01-17 10:00AM","2018-01-17 10:00AM","CR-76181579","05-03-2018","Products Installed",
"292","01 08","QMS 01/08/06/023857","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK001","Klinik Kesihatan Beladin","Klinik Kesihatan Beladin  Pusa  Saribas   94950 Betong","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP033","NBE","SARAWAK","BETONG","2018-01-17 10:00AM","2018-01-17 10:00AM","CR-76181580","05-03-2018","Products Installed",
"293","01 08","QMS 01/08/06/023858","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK003","Klinik Kesihatan Meludam","Klinik Kesihatan Meludam  Meludam  Saribas   94850 Betong","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP034","NBE","SARAWAK","BETONG","2018-01-17 11:30AM","2018-01-17 11:30AM","CR-76181581","07-03-2018","Products Installed",
"294","01 08","QMS 01/08/06/023859","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK004","Klinik Kesihatan Nanga Tiga","Klinik Kesihatan Ng Tiga   Betong Betong 95700  Betong","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP035","NBE","SARAWAK","BETONG","2018-01-15 9:00AM","2018-01-15 9:00AM","CR-76181658","07-03-2018","Products Installed",
"295","01 08","QMS 01/08/06/023860","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK005","Klinik Kesihatan Nanga Lawih (Majau)","Klinik Kesihatan Nanga Lawih   Majau   95700  Betong","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP036","NBE","SARAWAK","BETONG","2018-01-15 10:30AM","2018-01-15 10:30AM","CR-76181659","07-03-2018","Products Installed",
"296","01 08","QMS 01/08/06/023861","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK007","Klinik Kesihatan Semarang","Klinik Kesihatan Semarang  Pusa Saribas 94950 Betong","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP037","NBE","SARAWAK","BETONG","2018-01-17 2:00PM","2018-01-17 2:00PM","CR-76181660","07-03-2018","Products Installed",
"297","01 08","QMS 01/08/06/023862","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK008","Klinik Kesihatan Spaoh","Klinik Kesihatan Spaoh  Spaoh Saribas 95600 Betong","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP038","NBE","SARAWAK","BETONG","2018-01-15 11:30AM","2018-01-15 11:30AM","CR-76181630","07-03-2018","Products Installed",
"298","01 08","QMS 01/08/06/023863","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK008","Klinik Kesihatan Spaoh","Klinik Kesihatan Spaoh  Spaoh Saribas 95600 Betong","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP039","NBE","SARAWAK","BETONG","2018-01-15 11:30AM","2018-01-15 11:30AM","CR-76181661","07-03-2018","Products Installed",
"299","01 08","QMS 01/08/06/023864","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK009","Klinik Kesihatan Tuie","Klinik Kesihatan Tuie  Pusa Debak  95500 Betong","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP040","NBE","SARAWAK","BETONG","2018-01-15 2:30PM","2018-01-15 2:30PM","CR-76181631","07-03-2018","Products Installed",
"300","01 08","QMS 01/08/06/023865","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK011","Klinik Kesihatan Nanga Budu","Klinik Kesihatan Ng Budu   Kalaka  95400 Saratok","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP041","NBE","SARAWAK","BETONG","2018-01-16 9:30AM","2018-01-16 9:30AM","CR-76181632","07-03-2018","Products Installed",
"301","01 08","QMS 01/08/06/023866","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK012","Klinik Kesihatan Nanga Atoi","Klinik Kesihatan Nanga Atoi  Kalaka   95400 Saratok","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP042","NBE","SARAWAK","BETONG","2018-01-16 10:00AM","2018-01-16 10:00AM","CR-76181633","07-03-2018","Products Installed",
"302","01 08","QMS 01/08/06/023867","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK013","Klinik Kesihatan Nyabor","Klinik Kesihatan Nyabor  Roban Kalaka    95300 Saratok","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP043","NBE","SARAWAK","BETONG","2018-01-16 3:30PM","2018-01-16 3:30PM","CR-76181454","07-03-2018","Products Installed",
"303","01 08","QMS 01/08/06/023868","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK013","Klinik Kesihatan Nyabor","Klinik Kesihatan Nyabor  Roban Kalaka    95300 Saratok","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP044","NBE","SARAWAK","BETONG","2018-01-16 3:30PM","2018-01-16 3:30PM","CR-76181455","07-03-2018","Products Installed",
"304","01 08","QMS 01/08/06/023869","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK014","Klinik Kesihatan Roban","Klinik Kesihatan Roban  Roban Kalaka  95300  Saratok","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP045","NBE","SARAWAK","BETONG","2018-01-16 2:00PM","2018-01-16 2:00PM","CR-76181456","07-03-2018","Products Installed",
"305","01 08","QMS 01/08/06/023870","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK014","Klinik Kesihatan Roban","Klinik Kesihatan Roban  Roban Kalaka  95300  Saratok","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP046","NBE","SARAWAK","BETONG","2018-01-16 2:00PM","2018-01-16 2:00PM","CR-76181457","07-03-2018","Products Installed",
"306","01 08","QMS 01/08/06/023871","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK015","Klinik Kesihatan Bintulu","Klinik Kesihatan Bintulu  Lebuh Raya Abang Galau Bintulu 97000  Bintulu","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP047","NBE","SARAWAK","BINTULU","2018-02-19 8:00AM","2018-02-19 8:00AM","CR-76181566","07-03-2018","Products Installed",
"307","01 08","QMS 01/08/06/023872","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK015","Klinik Kesihatan Bintulu","Klinik Kesihatan Bintulu  Lebuh Raya Abang Galau Bintulu 97000  Bintulu","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP048","NBE","SARAWAK","BINTULU","2018-02-19 8:00AM","2018-02-19 8:00AM","CR-76181567","07-03-2018","Products Installed",
"308","01 08","QMS 01/08/06/023873","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK016","Klinik Kesihatan Kuala Nyalau","Klinik Kesihatan Kuala Nyalau  KPg  Tengah Nyalau  97000  Bintulu","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP049","NBE","SARAWAK","BINTULU","2018-02-20 8:00AM","2018-02-20 8:00AM","CR-76181568","07-03-2018","Products Installed",
"309","01 08","QMS 01/08/06/023874","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK018","Klinik Kesihatan  Sebauh","Klinik Kesihatan  Sebauh  Lebuh Raya Abang Galau  97000Bintulu","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP051","NBE","SARAWAK","BINTULU","2018-02-21 8:00AM","2018-02-21 8:00AM","CR-76181569","07-03-2018","Products Installed",
"310","01 08","QMS 01/08/06/023875","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK018","Klinik Kesihatan  Sebauh","Klinik Kesihatan  Sebauh  Lebuh Raya Abang Galau  97000Bintulu","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP052","NBE","SARAWAK","BINTULU","2018-02-21 8:00AM","2018-02-21 8:00AM","CR-76181574","07-03-2018","Products Installed",
"311","01 08","QMS 01/08/06/023876","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK019","Klinik Kesihatan Tubau","Klinik Kesihatan Tubau Jalan Bintulu  Sibu  97008 Bintulu","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP053","NBE","SARAWAK","BINTULU","2018-02-21 8:00AM","2018-02-21 8:00AM","CR-76181575","07-03-2018","Products Installed",
"312","01 08","QMS 01/08/06/023877","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Oximeters, Pulse","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","PM60","Oximeters, Pulse","SWK020","Klinik Kesihatan Kakus","Klinik Kesihatan Kakus Lebuh Raya Abang Galau  Tatau 97000 Bintulu","KK","Batch 6","East Malaysia","PO106618","2016-09-01","SWNOXP054","NBE","SARAWAK","BINTULU","2018-02-20 8:00AM","2018-02-20 8:00AM","CR-76181469","14-03-2018","Products Installed",
