 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"764","04 02","QMS 04/02/03/07408","SUP017","MAYMEDIC TECHNOLOGY SDN BHD  ","amir@maymedic.com.my","NO.19-1, 19-2, 19-3, JALAN 5/152, 
BATU 6, JALAN PUCHONG,
TAMAN PERINDUSTRIAN OUG,
58200 KUALA LUMPUR.","Mohamad Amir Mohamad Said","Sterilizing Units, Steam, Table Top","NEWMED SRL","Kronos B23 NEWMED","Sterilizing Units, Steam, Table Top","PNG027","Klinik Kesihatan  Bandar Baru Air Itam, Timur Laut","No 8 Jalan Angsana  Bandar Baru Air Itam  Pulau Pinang11500 Bdr Baru Air Itam","KK","Batch 3","NORTHERN","PO106711","2016-09-01","PNNSTT100","NBE","PULAU PINANG","TIMUR LAUT","2017-05-19 2:00PM","2017-05-19 2:00PM","KB2QHG0019","Products Installed",
"765","04 02","QMS 04/02/03/07420","SUP017","MAYMEDIC TECHNOLOGY SDN BHD  ","amir@maymedic.com.my","NO.19-1, 19-2, 19-3, JALAN 5/152, 
BATU 6, JALAN PUCHONG,
TAMAN PERINDUSTRIAN OUG,
58200 KUALA LUMPUR.","Mohamad Amir Mohamad Said","Sterilizing Units, Steam, Table Top","NEWMED SRL","Kronos B23 NEWMED","Sterilizing Units, Steam, Table Top","SWK015","Klinik Kesihatan Bintulu","Klinik Kesihatan Bintulu  Lebuh Raya Abang Galau Bintulu 97000  Bintulu","KK","Batch 3","East Malaysia","PO106711","2016-09-01","SWNSTT009","NBE","SARAWAK","BINTULU","2017-05-19 9:00AM","2017-05-19 9:00AM","KB2QHF2536","Products Installed",
"766","04 01","QMS 04/01/03/07675","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Sterilizing Units, portable","Daihan Labtech Co Ltd","LAC3011V","Sterilizing Units, portable","SLR276","Klinik Pergigian Di Klinik Kesihatan Rawang Perdana","Jln  Bukit Kelab  48000 Rawang Selangor ","KK","Batch 3","CENTRAL","PO106894","2016-09-01","SLNSTP003","NBE","SELANGOR","GOMBAK","2017-05-19 3:00PM","2017-05-19 3:00PM","2016092938","Products Installed",
"767","04 01","QMS 04/01/03/07676","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Sterilizing Units, portable","Daihan Labtech Co Ltd","LAC3011V","Sterilizing Units, portable","SLR276","Klinik Pergigian Di Klinik Kesihatan Rawang Perdana","Jln  Bukit Kelab  48000 Rawang Selangor ","KK","Batch 3","CENTRAL","PO106894","2016-09-01","SLNSTP004","NBE","SELANGOR","GOMBAK","2017-05-19 3:00PM","2017-05-19 3:00PM","2016092936","Products Installed",
"768","05 13","QMS 05/13/03/08105","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Bilirubinometers, Lab","Ginevri srl","One Beam","Bilirubinometers, Lab","NSB017","Klinik Kesihatan Sri Menanti","Jalan Tanah Datar Seri Menanti 71550 Kuala Pilah","KK","Batch 3","SOUTHERN","PO106891","2016-09-01","NSNBIB005","NBE","NEGERI SEMBILAN","KUALA PILAH","2017-05-19 2:30PM","2017-05-19 2:30PM","1687/17","Products Installed",
"769","05 13","QMS 05/13/03/08106","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Bilirubinometers, Lab","Ginevri srl","One Beam","Bilirubinometers, Lab","NSB018","Klinik Kesihatan Gunung Pasir","Gunung Pasir 71550 Seri Menanti Kuala Pilah","KK","Batch 3","SOUTHERN","PO106891","2016-09-01","NSNBIB006","NBE","NEGERI SEMBILAN","KUALA PILAH","2017-05-19 11:30AM","2017-05-19 11:30AM","1690/17","Products Installed",
"770","05 13","QMS 05/13/03/08134","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Bilirubinometers, Lab","Ginevri srl","One Beam","Bilirubinometers, Lab","SBH072","Klinik Kesihatan Timbua","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 3","East Malaysia","PO106891","2016-09-01","SBNBIB044","NBE","SABAH","RANAU","2017-05-19 9:30AM","2017-05-19 9:30AM","1583/17","Products Installed",
"771","05 13","QMS 05/13/03/08135","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Bilirubinometers, Lab","Ginevri srl","One Beam","Bilirubinometers, Lab","SBH074","Klinik Kesihatan Kaingaran","D A Pejabat Kesihatan Ranau  Peti Surat 159  89307Ranau Sabah","KK","Batch 3","East Malaysia","PO106891","2016-09-01","SBNBIB045","NBE","SABAH","RANAU","2017-05-19 9:30AM","2017-05-19 9:30AM","1606/17","Products Installed",
"772","06 09","QMS 06/09/03/08527","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","NSB022","Klinik Kesihatan Port Dickson","Km 1  Jalan Seremban   Port Dickson 71000 Port Dickson ","KK","Batch 3","SOUTHERN","TPO0609","2017-02-01","NSNHEH003","NBE","NEGERI SEMBILAN","PORT DICKSON","2017-05-19 9:00AM","2017-05-19 9:00AM","17053493","Products Installed",
"773","06 09","QMS 06/09/03/08528","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","NSB023","Klinik Kesihatan Lukut","Km 12  Jln Seremban  79003  Port Dickson","KK","Batch 3","SOUTHERN","TPO0609","2017-02-01","NSNHEH004","NBE","NEGERI SEMBILAN","PORT DICKSON","2017-05-19 11:00AM","2017-05-19 11:00AM","17053494","Products Installed",
"774","06 08","QMS 06/08/03/08793","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Baths, Paraffin, Physical Therapy","BTL Industries Limited","BTL-25L","Baths, Paraffin, Physical Therapy","SLR032","Klinik Kesihatan Teluk Datok","Jln Pegawai  42700 Banting  Selangor ","KK","Batch 3","CENTRAL","PO106561","2016-09-01","SLNBAP045","NBE","SELANGOR","KUALA LANGAT","2017-05-19 10:00AM","2017-05-19 10:00AM","17200380-P","Products Installed",
"775","06 08","QMS 06/08/03/08794","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Baths, Paraffin, Physical Therapy","BTL Industries Limited","BTL-25L","Baths, Paraffin, Physical Therapy","SLR032","Klinik Kesihatan Teluk Datok","Jln Pegawai  42700 Banting  Selangor ","KK","Batch 3","CENTRAL","PO106561","2016-09-01","SLNBAP046","NBE","SELANGOR","KUALA LANGAT","2017-05-19 10:00AM","2017-05-19 10:00AM","17200379-P","Products Installed",
"776","06 08","QMS 06/08/03/08795","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Baths, Paraffin, Physical Therapy","BTL Industries Limited","BTL-25L","Baths, Paraffin, Physical Therapy","SLR035","Klinik Kesihatan Teluk Panglima Garang","42500 Kuala Langat  Selangor ","KK","Batch 3","CENTRAL","PO106561","2016-09-01","SLNBAP047","NBE","SELANGOR","KUALA LANGAT","2017-05-19 2:00PM","2017-05-19 2:00PM","17200338-P","Products Installed",
"777","06 08","QMS 06/08/03/08796","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Baths, Paraffin, Physical Therapy","BTL Industries Limited","BTL-25L","Baths, Paraffin, Physical Therapy","SLR035","Klinik Kesihatan Teluk Panglima Garang","42500 Kuala Langat  Selangor ","KK","Batch 3","CENTRAL","PO106561","2016-09-01","SLNBAP048","NBE","SELANGOR","KUALA LANGAT","2017-05-19 2:00PM","2017-05-19 2:00PM","17200377-P","Products Installed",
"778","01 01","QMS 01/01/03/08893","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CAMI Srl","Hospivac 350FS","Aspirators","PRK046","Klinik Kesihatan Padang Rengas","Jln Taiping  33700  Kuala Kangsar","KK","Batch 3","NORTHERN","PO106715","2016-09-01","PRPASP037","PBE","PERAK","KUALA KANGSAR","2017-05-19 9:00AM","2017-05-19 9:00AM","16844","Products Installed",
"779","01 01","QMS 01/01/03/08894","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CAMI Srl","Hospivac 350FS","Aspirators","PRK046","Klinik Kesihatan Padang Rengas","Jln Taiping  33700  Kuala Kangsar","KK","Batch 3","NORTHERN","PO106715","2016-09-01","PRPASP038","PBE","PERAK","KUALA KANGSAR","2017-05-19 9:00AM","2017-05-19 9:00AM","16850","Products Installed",
"780","01 01","QMS 01/01/03/08895","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CAMI Srl","Hospivac 350FS","Aspirators","PRK048","Klinik Kesihatan Sauk","Jalan Besar Lenggong  33500  Kuala Kangsar","KK","Batch 3","NORTHERN","PO106715","2016-09-01","PRPASP039","PBE","PERAK","KUALA KANGSAR","2017-05-19 2:00PM","2017-05-19 2:00PM","16847","Products Installed",
"781","01 01","QMS 01/01/03/08896","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CAMI Srl","Hospivac 350FS","Aspirators","PRK048","Klinik Kesihatan Sauk","Jalan Besar Lenggong  33500  Kuala Kangsar","KK","Batch 3","NORTHERN","PO106715","2016-09-01","PRPASP040","PBE","PERAK","KUALA KANGSAR","2017-05-19 2:00PM","2017-05-19 2:00PM","16809","Products Installed",
"782","01 06","QMS 01/06/03/09599","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Sphygmomamoters, Electronic, Automatic","Mindray ","VS 900 NIBP","Sphygmomamoters, Electronic, Automatic","SWK057","Klinik Kesihatan Telaga Air","Lrg Telaga Air 5A  KPg Telaga Air  Jln Matang   93050 Kuching","KK","Batch 3","East Malaysia","TPO0106","2017-02-01","SWNSPA012","NBE","SARAWAK","KUCHING","2017-05-19 10:00AM","2017-05-19 10:00AM","FV-72015208","Products Installed",
"783","01 06","QMS 01/06/03/09600","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Sphygmomamoters, Electronic, Automatic","Mindray ","VS 900 NIBP","Sphygmomamoters, Electronic, Automatic","SWK057","Klinik Kesihatan Telaga Air","Lrg Telaga Air 5A  KPg Telaga Air  Jln Matang   93050 Kuching","KK","Batch 3","East Malaysia","TPO0106","2017-02-01","SWNSPA013","NBE","SARAWAK","KUCHING","2017-05-19 10:00AM","2017-05-19 10:00AM","FV-72015229","Products Installed",
"784","02 12","QMS 02/12/03/011327","SUP033","WELCH ALLYN MALAYSIA SDN BHD","Uthaya.Chandran@welchallyn.com","SUITE GF 1012,GROUND FLOOR TOWER 2,WISMAAM FIRST JALAN SS7/15 (JALAN STADIUM), KELANA JAYA 47301 PETALING JAYA SELANGOR","Uthaya Chandran","Laryngoscopes, Rigid","Welch Allyn, Inc.","Model-Fiber Optic Laryngoscope System-Welch Allyn","Laryngoscopes, Rigid","SBH062","Klinik Kesihatan Pulau Bum-Bum","D A Pejabat Kesihatan Kawasan Semporna  Peti Surat 395 91308 Semporna Sabah ","KK","Batch 3","East Malaysia","PO106631","2016-09-01","SBPLAR046","PBE","SABAH","SEMPORNA","2017-05-19 10:00AM","2017-05-19 10:00AM","NA","Products Installed",
"785","02 12","QMS 02/12/03/011328","SUP033","WELCH ALLYN MALAYSIA SDN BHD","Uthaya.Chandran@welchallyn.com","SUITE GF 1012,GROUND FLOOR TOWER 2,WISMAAM FIRST JALAN SS7/15 (JALAN STADIUM), KELANA JAYA 47301 PETALING JAYA SELANGOR","Uthaya Chandran","Laryngoscopes, Rigid","Welch Allyn, Inc.","Model-Fiber Optic Laryngoscope System-Welch Allyn","Laryngoscopes, Rigid","SBH062","Klinik Kesihatan Pulau Bum-Bum","D A Pejabat Kesihatan Kawasan Semporna  Peti Surat 395 91308 Semporna Sabah ","KK","Batch 3","East Malaysia","PO106631","2016-09-01","SBPLAR047","PBE","SABAH","SEMPORNA","2017-05-19 10:00AM","2017-05-19 10:00AM","NA","Products Installed",
"786","05 04","QMS 05/04/03/011448","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","NSB018","Klinik Kesihatan Gunung Pasir","Gunung Pasir 71550 Seri Menanti Kuala Pilah","KK","Batch 3","SOUTHERN","PO106892","2016-09-01","NSNROT012","NBE","NEGERI SEMBILAN","KUALA PILAH","2017-05-19 11:30AM","2017-05-19 11:30AM","1703969","Products Installed",
"787","05 04","QMS 05/04/03/011449","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","NSB097","Klinik Desa Senaling","Kg Senaling 72000 Kuala Pilah ","KK","Batch 3","SOUTHERN","PO106892","2016-09-01","NSNROT013","NBE","NEGERI SEMBILAN","KUALA PILAH","2017-05-19 9:00AM","2017-05-19 9:00AM","1703968","Products Installed",
"788","05 04","QMS 05/04/03/011510","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","SBH070","Klinik Kesihatan Paginatan","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 3","East Malaysia","PO106892","2016-09-01","SBNROT048","NBE","SABAH","RANAU","2017-05-19 9:00AM","2017-05-19 9:00AM","1703995","Products Installed",
"789","05 04","QMS 05/04/03/011511","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","SBH071","Klinik Kesihatan Perancangan","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 3","East Malaysia","PO106892","2016-09-01","SBNROT049","NBE","SABAH","RANAU","2017-05-19 9:30AM","2017-05-19 9:30AM","1703996","Products Installed",
"790","05 04","QMS 05/04/03/011512","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","SBH072","Klinik Kesihatan Timbua","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 3","East Malaysia","PO106892","2016-09-01","SBNROT050","NBE","SABAH","RANAU","2017-05-19 9:30AM","2017-05-19 9:30AM","1703997","Products Installed",
"791","05 04","QMS 05/04/03/011513","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","SBH074","Klinik Kesihatan Kaingaran","D A Pejabat Kesihatan Ranau  Peti Surat 159  89307Ranau Sabah","KK","Batch 3","East Malaysia","PO106892","2016-09-01","SBNROT051","NBE","SABAH","RANAU","2017-05-19 9:30AM","2017-05-19 9:30AM","1703994","Products Installed",
"792","05 04","QMS 05/04/03/011527","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","SBH065","Klinik Kesihatan Sungai Tamang","D A Pejabat Kesihatan Kawasan Tawau  Tingkat 7  WismaPersekutuan  Peti Surat 990","KK","Batch 3","East Malaysia","PO106892","2016-09-01","SBNROT046","NBE","SABAH","TAWAU","2017-05-19 11:00AM","2017-05-19 11:00AM","1704000","Products Installed",
"793","01 05","QMS 01/05/03/011664","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","HemoPoint H2","Analyzers, Laboratory, Blood, Hemoglobin","SBH166","Klinik Kesihatan Narandang, Kudat","D A PKK Kudat  Peti Surat 6  89507 Kudat  89108 Kudat  Sabah","KK","Batch 3","East Malaysia","TPO0105","2017-02-01","SBPANB017","PBE","SABAH","KUDAT","2017-05-19 8:00AM","2017-05-19 8:00AM","3008151802","Products Installed",
"794","02 07","QMS 02/07/03/011951","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG008","Klinik Kesihatan Berapit","Jalan Berapit 14000 Bkt Mertajam","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE019","NBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-05-19 9:00AM","2017-05-19 9:00AM","17010345","Products Installed",
"795","02 07","QMS 02/07/03/011952","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG008","Klinik Kesihatan Berapit","Jalan Berapit 14000 Bkt Mertajam","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE020","NBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-05-19 9:00AM","2017-05-19 9:00AM","17010354","Products Installed",
"796","02 07","QMS 02/07/03/011955","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG010","Klinik Kesihatan Kubang Semang","Kubang Semang 14400 Bkt Mertajam","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE025","NBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-05-19 11:00AM","2017-05-19 11:00AM","17010315","Products Installed",
"797","02 07","QMS 02/07/03/011956","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG010","Klinik Kesihatan Kubang Semang","Kubang Semang 14400 Bkt Mertajam","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE026","NBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-05-19 11:00AM","2017-05-19 11:00AM","17010337","Products Installed",
"798","02 07","QMS 02/07/03/011972","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG025","Klinik Kesihatan Sungai Dua, Timur Laut","Jalan Sungai Dua Sungai Nibong Pulau Pinang  11700Georgetown","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE052","NBE","PULAU PINANG","TIMUR LAUT","2017-05-19 4:00PM","2017-05-19 4:00PM","17010343","Products Installed",
"799","02 07","QMS 02/07/03/011973","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG025","Klinik Kesihatan Sungai Dua, Timur Laut","Jalan Sungai Dua Sungai Nibong Pulau Pinang  11700Georgetown","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE053","NBE","PULAU PINANG","TIMUR LAUT","2017-05-19 4:00PM","2017-05-19 4:00PM","17010348","Products Installed",
"800","02 07","QMS 02/07/03/011974","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG021","Klinik Kesihatan Bukit Jambul","Jalan Tun Awang  11900 Bayan Lepas","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE056","NBE","PULAU PINANG","TIMUR LAUT","2017-05-19 3:00PM","2017-05-19 3:00PM","17010318","Products Installed",
"801","01 03","QMS 01/03/03/012507","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SBH054","Klinik Kesihatan Sandakan","D A PKK Sandakan  Tingkat 6  Bangunan Persekutuan 90500Sandakan Sabah","KK","Batch 3","East Malaysia","PO106545","2016-09-01","SBPFED074","PBE","SABAH","SANDAKAN","2017-05-19 8:00AM","2017-05-19 8:00AM","BBH31076","Products Installed",
"802","01 03","QMS 01/03/03/012508","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SBH054","Klinik Kesihatan Sandakan","D A PKK Sandakan  Tingkat 6  Bangunan Persekutuan 90500Sandakan Sabah","KK","Batch 3","East Malaysia","PO106545","2016-09-01","SBPFED075","PBE","SABAH","SANDAKAN","2017-05-19 8:00AM","2017-05-19 8:00AM","BBH31069","Products Installed",
"803","01 03","QMS 01/03/03/012509","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SBH054","Klinik Kesihatan Sandakan","D A PKK Sandakan  Tingkat 6  Bangunan Persekutuan 90500Sandakan Sabah","KK","Batch 3","East Malaysia","PO106545","2016-09-01","SBPFED076","PBE","SABAH","SANDAKAN","2017-05-19 8:00AM","2017-05-19 8:00AM","BBH31073","Products Installed",
"804","01 03","QMS 01/03/03/012510","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SBH054","Klinik Kesihatan Sandakan","D A PKK Sandakan  Tingkat 6  Bangunan Persekutuan 90500Sandakan Sabah","KK","Batch 3","East Malaysia","PO106545","2016-09-01","SBPFED077","PBE","SABAH","SANDAKAN","2017-05-19 8:00AM","2017-05-19 8:00AM","BBH31071","Products Installed",
