BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
JHPSPL005,SPIROMETERS| LOW,JHR003,KESIHATAN,BATU PAHAT,JOHOR,DEA,ACT
WKPSPL131,SPIROMETERS| LOW,WKL143,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL132,SPIROMETERS| LOW,WKL144,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL133,SPIROMETERS| LOW,WKL145,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL134,SPIROMETERS| LOW,WKL146,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL135,SPIROMETERS| LOW,WKL147,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL136,SPIROMETERS| LOW,WKL148,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL137,SPIROMETERS| LOW,WKL149,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL139,SPIROMETERS| LOW,WKL150,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL140,SPIROMETERS| LOW,WKL150,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL141,SPIROMETERS| LOW,WKL151,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL142,SPIROMETERS| LOW,WKL151,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL143,SPIROMETERS| LOW,WKL151,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WPPSPL003,SPIROMETERS| LOW,WPL006,KESIHATAN,LABUAN,WILAYAH PERSEKUTUAN LABUAN,DEA,ACT
WPPSPL004,SPIROMETERS| LOW,WPL006,KESIHATAN,LABUAN,WILAYAH PERSEKUTUAN LABUAN,DEA,ACT
WPPSPL005,SPIROMETERS| LOW,WPL006,KESIHATAN,LABUAN,WILAYAH PERSEKUTUAN LABUAN,DEA,ACT
WPPSPL006,SPIROMETERS| LOW,WPL006,KESIHATAN,LABUAN,WILAYAH PERSEKUTUAN LABUAN,DEA,ACT
WPPSPL007,SPIROMETERS| LOW,WPL006,KESIHATAN,LABUAN,WILAYAH PERSEKUTUAN LABUAN,DEA,ACT
WPPSPL008,SPIROMETERS| LOW,WPL006,KESIHATAN,LABUAN,WILAYAH PERSEKUTUAN LABUAN,DEA,ACT
WPPSPL009,SPIROMETERS| LOW,WPL006,KESIHATAN,LABUAN,WILAYAH PERSEKUTUAN LABUAN,DEA,ACT
WPPSPL010,SPIROMETERS| LOW,WPL016,KESIHATAN,LABUAN,WILAYAH PERSEKUTUAN LABUAN,DEA,ACT
