 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"586","02 11","QMS 02/11/04/014767","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK035","Klinik Kesihatan Manjoi","Jln  Masjid  30100  Kinta","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT061","NBE","PERAK","KINTA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480234","Products Installed",
"587","02 11","QMS 02/11/04/014768","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK036","Klinik Kesihatan Menglembu","Jln  Menglembu  31450  Kinta","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT019","NBE","PERAK","KINTA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896490174","Products Installed",
"588","02 11","QMS 02/11/04/014769","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK036","Klinik Kesihatan Menglembu","Jln  Menglembu  31450  Kinta","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT020","NBE","PERAK","KINTA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480093","Products Installed",
"589","02 11","QMS 02/11/04/014770","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK037","Klinik Kesihatan Pasir Pinji","Jln  Bunga Raya  31650  Kinta","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT124","NBE","PERAK","KINTA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480232","Products Installed",
"590","02 11","QMS 02/11/04/014771","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK038","Klinik Kesihatan Tanjung Rambutan","Jln  Tambun  31250  Kinta","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT081","NBE","PERAK","KINTA","2017-08-02 8:00AM","2017-08-02 8:00AM","1704034000","Products Installed",
"591","02 11","QMS 02/11/04/014772","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK038","Klinik Kesihatan Tanjung Rambutan","Jln  Tambun  31250  Kinta","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT082","NBE","PERAK","KINTA","2017-08-02 8:00AM","2017-08-02 8:00AM","1704034013","Products Installed",
"592","02 11","QMS 02/11/04/014773","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK040","Klinik Kesihatan Tronoh","Jln  Tronoh  31750  Kinta","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT084","NBE","PERAK","KINTA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480229","Products Installed",
"593","02 11","QMS 02/11/04/014774","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK040","Klinik Kesihatan Tronoh","Jln  Tronoh  31750  Kinta","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT085","NBE","PERAK","KINTA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480110","Products Installed",
"594","02 11","QMS 02/11/04/014775","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK048","Klinik Kesihatan Sauk","Jalan Besar Lenggong  33500  Kuala Kangsar","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT126","NBE","PERAK","KUALA KANGSAR","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480128","Products Installed",
"595","02 11","QMS 02/11/04/014776","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK573","Klinik 1 Malaysia Larut Matang & Selama","No  51   53  Jalan Medan Bersatu  Taman Medan Bersatu 34000 Taiping   Perak","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT136","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4849360081","Products Installed",
"596","02 11","QMS 02/11/04/014777","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK058","Klinik Kesihatan Batu Kurau","34500  Batu Kurau  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT128","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4849360074","Products Installed",
"597","02 11","QMS 02/11/04/014778","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK053","Klinik Kesihatan Changkat Jering","Jln  K  Kangsar  34850  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT099","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480080","Products Installed",
"598","02 11","QMS 02/11/04/014779","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK053","Klinik Kesihatan Changkat Jering","Jln  K  Kangsar  34850  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT100","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4849360066","Products Installed",
"599","02 11","QMS 02/11/04/014780","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK051","Klinik Kesihatan Kamunting","Jln  Kg  Expo  34600  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT027","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480034","Products Installed",
"600","02 11","QMS 02/11/04/014781","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK051","Klinik Kesihatan Kamunting","Jln  Kg  Expo  34600  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT028","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480069","Products Installed",
"601","02 11","QMS 02/11/04/014782","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK055","Klinik Kesihatan Selama","Selama  34100  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT102","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480081","Products Installed",
"602","02 11","QMS 02/11/04/014783","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK055","Klinik Kesihatan Selama","Selama  34100  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT103","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480241","Products Installed",
"603","02 11","QMS 02/11/04/014784","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK059","Klinik Kesihatan Sungai Kerang","Jln  Pt  Remis  34800  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT129","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","489680083","Products Installed",
"604","02 11","QMS 02/11/04/014785","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK052","Klinik Kesihatan Trong","Trong  34800  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT097","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480313","Products Installed",
"605","02 11","QMS 02/11/04/014786","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK052","Klinik Kesihatan Trong","Trong  34800  Larut Matang Selama","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT098","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480238","Products Installed",
"606","02 11","QMS 02/11/04/014787","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK062","Klinik Kesihatan Changkat Kruing","Changkat Kruing  32500  Manjung","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT131","NBE","PERAK","MANJUNG","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480095","Products Installed",
"607","02 11","QMS 02/11/04/014788","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","PRK068","Klinik Kesihatan Bota Kiri","Jalan Bota Kiri  32600  Bota","KK","Batch 4","NORTHERN","PO108524","2016-02-01","PRNOPT134","NBE","PERAK","PERAK TENGAH","2017-08-02 8:00AM","2017-08-02 8:00AM","4896480245","Products Installed",
"608","07 06B","QMS 07/06B/04/015714","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Elec)","B Medical Systems Sarl","TCW3000AC","Freezers, laboratory Vaccine (Elec)","SWK015","Klinik Kesihatan Bintulu","Klinik Kesihatan Bintulu  Lebuh Raya Abang Galau Bintulu 97000  Bintulu","KK","Batch 4","East Malaysia","PO106895","2016-09-01","SWNFRV089","NBE","SARAWAK","BINTULU","2017-08-02 10:00AM","2017-08-02 10:00AM","7172594","Products Installed",
"609","07 06A","QMS 07/06A/04/015730","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Gas/ Elec)","B Medical Systems Sarl","RCW50EG","Freezers, laboratory Vaccine (Gas/ Elec)","SWK018","Klinik Kesihatan  Sebauh","Klinik Kesihatan  Sebauh  Lebuh Raya Abang Galau  97000Bintulu","KK","Batch 4","East Malaysia","PO106889","2016-09-01","SWNFRV043","NBE","SARAWAK","BINTULU","2017-08-02 2:00PM","2017-08-02 2:00PM","7172711","Products Installed",
"610","01 07","QMS 01/07/04/015808","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","SWK027","Klinik Kesihatan Nanga Bena","Klinik Kesihatan Nanga Bena","KK","Batch 4","East Malaysia","PO106624","2016-09-01","SWPNEN026","PBE","SARAWAK","KAPIT","2017-08-02 10:00AM","2017-08-02 10:00AM","2W16G05218","Products Installed",
"611","01 07","QMS 01/07/04/015809","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","SWK027","Klinik Kesihatan Nanga Bena","Klinik Kesihatan Nanga Bena","KK","Batch 4","East Malaysia","PO106624","2016-09-01","SWPNEN027","PBE","SARAWAK","KAPIT","2017-08-02 10:00AM","2017-08-02 10:00AM","2W16G05233","Products Installed",
"612","01 07","QMS 01/07/04/015819","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","SWK059","Klinik Kesihatan Tanjung Embang","Klinik Kesihatan Tg  Embang  Kuching 93150  Kuching","KK","Batch 4","East Malaysia","PO106624","2016-09-01","SWPNEN038","PBE","SARAWAK","KUCHING","2017-08-02 10:00AM","2017-08-02 10:00AM","2W16BO7788","Products Installed",
"613","01 07","QMS 01/07/04/015820","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","SWK058","Klinik Kesihatan Teng Bukap","Km 15 Jalan Padawan   93250 Kuching","KK","Batch 4","East Malaysia","PO106624","2016-09-01","SWPNEN037","PBE","SARAWAK","KUCHING","2017-08-02 10:00AM","2017-08-02 10:00AM","2W16B07864","Products Installed",
"614","01 07","QMS 01/07/04/015834","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","SWK143","Klinik Kesihatan Tarat","Klinik Kesihatan Tarat  94700  Serian","KK","Batch 4","East Malaysia","PO106624","2016-09-01","SWPNEN081","PBE","SARAWAK","SAMARAHAN","2017-08-02 10:00AM","2017-08-02 10:00AM","2W16101171","Products Installed",
"615","01 07","QMS 01/07/04/015854","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","SLR383","Klinik 1 Malaysia Bukit Beruntung","C G 01 Apartmen Kenanga  Taman Bunga Rayau  48000 BukitBeruntung  Selangor","KK","Batch 4","CENTRAL","PO106624","2016-09-01","SLPNEN067","PBE","SELANGOR","HULU SELANGOR","2017-08-02 11:00AM","2017-08-02 11:00AM","2W16B07876","Products Installed",
"616","01 07","QMS 01/07/04/015856","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","SLR179","Klinik Kesihatan Sepang","Pekan Sepang  43900 Sepang  Selangor","KK","Batch 4","CENTRAL","PO106624","2016-09-01","SLPNEN066","PBE","SELANGOR","SEPANG","2017-08-02 3:30PM","2017-08-02 3:30PM","2W16101164","Products Installed",
"617","03 01","QMS 03/01/04/015880","SUP035","IDS Medical Systems Sdn Bhd","JothiMoses@idsMED.com","8A, Jalan Pensyarah U1/28, Hicom Glenmarie Industrial Park,
40150 Shah Alam, Selangor Darul Ehsan
","Jothi Dev Moses","Scanning Systems, Ultrasonic, General Purpose (High)","General Electric","LOGIQ V5","Scanning Systems, Ultrasonic, General Purpose (High)","SBH045","Klinik Kesihatan Lahad Datu","D A PKK Lahad Datu Peti Surat 61167  91120 Lahad Datu  Sabah","KK","Batch 4","East Malaysia","PO108224","2017-02-01","SBNSCH003","NBE","SABAH","LAHAD DATU","2017-08-02 10:00AM","2017-08-02 10:00AM","615234WXO","Products Installed",
"618","01 05","QMS 01/05/04/014604","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SBH161","Klinik Desa  Gana, Kota Marudu","D A PKK Kudat  Peti Surat 6  89507 Kudat  89108 Kudat  Sabah","KK","Batch 4","East Malaysia","PO108520","2017-02-01","SBPANB015","PBE","SABAH","KOTA MARUDU","2017-08-02 10:00AM","2017-08-02 10:00AM","3008-15-1763","Products Installed",
"619","05 08","QMS 05/08/04/017062","SUP020","Mindray Medical  Sdn Bhd","philip.zcliu@mindray.com","Lot 8-2A, Level 8, Wisma Mont Kiara, Jalan Kiara, Mont Kiara, Kuala Lumpur 50480, Malaysia","Philip Liu","Analyzers, Laboratory, Hematology, Cell Counting, Automated (M)","Shenzhen Mindray Bio-Medical Electronics Co., Ltd.,","BC 30s","Analyzers, Laboratory, Hematology, Cell Counting, Automated (M)","PNG010","Klinik Kesihatan Kubang Semang","Kubang Semang 14400 Bkt Mertajam","KK","Batch 4","NORTHERN","PO107412","2016-11-29","PNNANE002","NBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-08-02 11:00AM","2017-08-02 11:00AM","TH-76002322","Products Installed",
"620","08 05","QMS 08/05/04/017392","SUP024","RAF SYNERGY SDN BHD","rafsynergy@gmail.com","NO. 10 JALAN TP 3/1 TAMAN PERINDUSTRIAN SIME UEP,47620 SUBANG JAYA,SELANGOR","EDWARD LAI","Package Sealer","MELAG oHG","MELA100+","Package Sealer","PNG165","Klinik Pergigian Di Klinik Kesihatan Bukit Panchor","Klinik Pergigian Bukit Panchor Jln  Bukit Panchor 14300 Nibong Tebal","KK","Batch 4","NORTHERN","PO106727","2016-09-01","PNNPAS008","NBE","PULAU PINANG","SEBERANG PERAI SELATAN","2017-08-02 3:00PM","2017-08-02 3:00PM","2017100+TR2124","Products Installed",
"621","08 05","QMS 08/05/04/017393","SUP024","RAF SYNERGY SDN BHD","rafsynergy@gmail.com","NO. 10 JALAN TP 3/1 TAMAN PERINDUSTRIAN SIME UEP,47620 SUBANG JAYA,SELANGOR","EDWARD LAI","Package Sealer","MELAG oHG","MELA100+","Package Sealer","PNG162","Klinik Pergigian Di Klinik Kesihatan Sungai Acheh Jalan Sungai Udang","Klinik Pergigian Sungai Acheh  Jln  Sungai Udang 14300 Nibong Tebal","KK","Batch 4","NORTHERN","PO106727","2016-09-01","PNNPAS006","NBE","PULAU PINANG","SEBERANG PERAI SELATAN","2017-08-02 4:00PM","2017-08-02 4:00PM","2017+TR2128","Products Installed",
"622","08 05","QMS 08/05/04/017396","SUP024","RAF SYNERGY SDN BHD","rafsynergy@gmail.com","NO. 10 JALAN TP 3/1 TAMAN PERINDUSTRIAN SIME UEP,47620 SUBANG JAYA,SELANGOR","EDWARD LAI","Package Sealer","MELAG oHG","MELA100+","Package Sealer","PNG184","Klinik Pergigian Di Klinik Kesihatan Bukit Jambul","Klinik Pergigian Bukit Jambul  Bukit Jambul 11900 Pulau Pinang","KK","Batch 4","NORTHERN","PO106727","2016-09-01","PNNPAS010","NBE","PULAU PINANG","TIMUR LAUT","2017-08-02 2:00PM","2017-08-02 2:00PM","2017+TR2123","Products Installed",
"623","08 05","QMS 08/05/04/017397","SUP024","RAF SYNERGY SDN BHD","rafsynergy@gmail.com","NO. 10 JALAN TP 3/1 TAMAN PERINDUSTRIAN SIME UEP,47620 SUBANG JAYA,SELANGOR","EDWARD LAI","Package Sealer","MELAG oHG","MELA100+","Package Sealer","PRK391","Klinik Pergigian Di Klinik Kesihatan Lenggong","Jalan Alang Iskandar 333400  Lenggong  Perak","KK","Batch 4","NORTHERN","PO106727","2016-09-01","PRNPAS007","NBE","PERAK","HULU PERAK","2017-08-02 12:00PM","2017-08-02 12:00PM","2017100+TR1829","Products Installed",
"624","08 05","QMS 08/05/04/017398","SUP024","RAF SYNERGY SDN BHD","rafsynergy@gmail.com","NO. 10 JALAN TP 3/1 TAMAN PERINDUSTRIAN SIME UEP,47620 SUBANG JAYA,SELANGOR","EDWARD LAI","Package Sealer","MELAG oHG","MELA100+","Package Sealer","PRK392","Klinik Pergigian Di Klinik Kesihatan Pengkalan Hulu (Kroh)","Jln Tasek 33100 Pengkalan Hulu","KK","Batch 4","NORTHERN","PO106727","2016-09-01","PRNPAS008","NBE","PERAK","HULU PERAK","2017-08-02 9:00AM","2017-08-02 9:00AM","2017100+TR2130","Products Installed",
"625","08 05","QMS 08/05/04/017399","SUP024","RAF SYNERGY SDN BHD","rafsynergy@gmail.com","NO. 10 JALAN TP 3/1 TAMAN PERINDUSTRIAN SIME UEP,47620 SUBANG JAYA,SELANGOR","EDWARD LAI","Package Sealer","MELAG oHG","MELA100+","Package Sealer","PRK406","Klinik Pergigian Di Klinik Kesihatan Bagan Serai","Jalan Taiping  34300 Bagan Serai Perak","KK","Batch 4","NORTHERN","PO106727","2016-09-01","PRNPAS011","NBE","PERAK","KERIAN","2017-08-02 9:00AM","2017-08-02 9:00AM","2017100+TR2242","Products Installed",
"626","08 05","QMS 08/05/04/017400","SUP024","RAF SYNERGY SDN BHD","rafsynergy@gmail.com","NO. 10 JALAN TP 3/1 TAMAN PERINDUSTRIAN SIME UEP,47620 SUBANG JAYA,SELANGOR","EDWARD LAI","Package Sealer","MELAG oHG","MELA100+","Package Sealer","PRK407","Klinik Pergigian Di Klinik Kesihatan Kuala Kurau","Jalan Besar 34350  Kuala Kurau Perak","KK","Batch 4","NORTHERN","PO106727","2016-09-01","PRNPAS012","NBE","PERAK","KERIAN","2017-08-02 10:30AM","2017-08-02 10:30AM","2017100 + TR2243","Products Installed",
"627","01 10","QMS 01/10/04/018211","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Analyzers, laboratory, Breath, Carbon Monoxide","Senko Co. Ltd.","BMC2000","Analyzers, laboratory, Breath, Carbon Monoxide","PRK051","Klinik Kesihatan Kamunting","Jln  Kg  Expo  34600  Larut Matang Selama","KK","Batch 4","NORTHERN","PO106848","2016-09-01","PRNANX008","NBE","PERAK","LARUT MATANG SELAMA","2017-08-02 10:30AM","2017-08-02 10:30AM","SG1028068","Products Installed",
